# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-04-24 12:14:16 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 02035000 JAMES RIVER AT CARTERSVILLE, VA
# -----------------------------------------------------------------------------------
#
# Data provided for site 02035000
#            TS   parameter     statistic     Description
#        145277       99133     00001     Nitrate plus nitrite, water, in situ, milligrams per liter as nitrogen (Maximum)
#        145278       99133     00002     Nitrate plus nitrite, water, in situ, milligrams per liter as nitrogen (Minimum)
#        145279       99133     00008     Nitrate plus nitrite, water, in situ, milligrams per liter as nitrogen (Median)
#        145280       00060     00003     Discharge, cubic feet per second (Mean)
#        145281       80154     00003     Suspended sediment concentration, milligrams per liter (Mean)
#        145282       80155     00003     Suspended sediment discharge, short tons per day (Mean)
#        145283       00650     00001     Phosphate, water, unfiltered, milligrams per liter as PO4 (Maximum)
#        145284       00650     00002     Phosphate, water, unfiltered, milligrams per liter as PO4 (Minimum)
#        145285       00650     00008     Phosphate, water, unfiltered, milligrams per liter as PO4 (Median)
#        145286       00010     00001     Temperature, water, degrees Celsius (Maximum)
#        145287       00010     00002     Temperature, water, degrees Celsius (Minimum)
#        145288       00010     00008     Temperature, water, degrees Celsius (Median)
#        145289       00010     00011     Temperature, water, degrees Celsius (Instantaneous)
#        145290       00095     00001     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Maximum)
#        145291       00095     00002     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Minimum)
#        145292       00095     00008     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Median)
#        145293       00095     00011     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Instantaneous)
#        145294       00300     00001     Dissolved oxygen, water, unfiltered, milligrams per liter (Maximum)
#        145295       00300     00002     Dissolved oxygen, water, unfiltered, milligrams per liter (Minimum)
#        145296       00300     00008     Dissolved oxygen, water, unfiltered, milligrams per liter (Median)
#        145297       00400     00001     pH, water, unfiltered, field, standard units (Maximum)
#        145298       00400     00002     pH, water, unfiltered, field, standard units (Minimum)
#        145299       00400     00008     pH, water, unfiltered, field, standard units (Median)
#        241304       63680     00008     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Median)
#        241305       63680     00002     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Minimum)
#        241306       63680     00001     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Maximum)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
#     4  Statistic computed from less than expected number of instantaneous values for the period
# 
agency_cd	site_no	datetime	145277_99133_00001	145277_99133_00001_cd	145278_99133_00002	145278_99133_00002_cd	145279_99133_00008	145279_99133_00008_cd	145280_00060_00003	145280_00060_00003_cd	145286_00010_00001	145286_00010_00001_cd	145287_00010_00002	145287_00010_00002_cd	145288_00010_00008	145288_00010_00008_cd	145290_00095_00001	145290_00095_00001_cd	145291_00095_00002	145291_00095_00002_cd	145292_00095_00008	145292_00095_00008_cd	145294_00300_00001	145294_00300_00001_cd	145295_00300_00002	145295_00300_00002_cd	145296_00300_00008	145296_00300_00008_cd	145297_00400_00001	145297_00400_00001_cd	145298_00400_00002	145298_00400_00002_cd	145299_00400_00008	145299_00400_00008_cd	241304_63680_00008	241304_63680_00008_cd	241305_63680_00002	241305_63680_00002_cd	241306_63680_00001	241306_63680_00001_cd
USGS	02035000	2022-07-18							2430	A	29.9	A	27.5	A	28.6	A	198	A	154	A	157	A	7.6	A	6.4	A	6.8	A	7.9	A	7.4	A	7.6	A	7.2	A	5.6	A	19.0	A
USGS	02035000	2022-07-19							2550	A	30.0	A	28.2	A	29.0	A	165	A	134	A	162	A	7.5	A	6.3	A	6.7	A	8.0	A	7.4	A	7.6	A	7.7	A	5.6	A	9.0	A
USGS	02035000	2022-07-20							2560	A	30.3	A	27.6	A	28.7	A	144	A	132	A	136	A	7.5	A	6.3	A	6.7	A	7.8	A	7.3	A	7.5	A	8.8	A	6.5	A	12.8	A
USGS	02035000	2022-07-21							2220	A	30.2	A	28.6	A	29.5	A	165	A	144	A	158	A	7.4	A	6.3	A	6.7	A	7.9	A	7.5	A	7.6	A	6.6	A	5.2	A	10.5	A
USGS	02035000	2022-07-22							1950	A																									5.9	A:[4]	4.5	A:[4]	9.6	A:[4]
USGS	02035000	2022-07-23	0.19	A	0.14	A	0.18	A	1840	A	32.0	A	28.8	A	30.2	A	198	A	193	A	196	A	8.6	A	6.7	A	7.2	A	8.6	A	7.8	A	8.1	A	4.8	A	3.5	A	11.8	A
USGS	02035000	2022-07-24	0.19	A	0.11	A	0.16	A	2060	A	32.1	A	29.6	A	30.6	A	213	A	196	A	202	A	8.5	A	6.6	A	7.2	A	8.7	A	8.0	A	8.2	A	4.3	A	3.2	A	5.3	A
USGS	02035000	2022-07-25							1670	A	31.8	A	29.9	A	30.6	A	226	A	213	A	224	A	8.4	A	6.5	A	7.0	A	8.6	A	8.0	A	8.2	A	3.3	A	2.0	A	6.5	A
USGS	02035000	2022-07-26							1860	A	30.0	A	28.3	A	29.4	A	225	A	161	A	216	A	7.6	A	6.3	A	6.8	A	8.2	A	7.6	A	7.9	A	3.7	A	2.6	A	8.9	A
USGS	02035000	2022-07-27	0.31	A	0.22	A	0.26	A	2090	A	28.3	A	27.1	A	28.1	A	173	A	146	A	153	A	7.2	A	6.4	A	6.7	A	7.6	A	7.5	A	7.5	A	11.7	A	4.9	A	16.9	A
USGS	02035000	2022-07-28	0.24	A	0.18	A	0.20	A	2350	A	29.7	A	27.6	A	28.4	A	193	A	173	A	185	A	8.1	A	6.5	A	7.1	A	8.1	A	7.6	A	7.8	A	6.7	A	5.3	A	10.6	A
USGS	02035000	2022-07-29	0.22	A	0.16	A	0.18	A	2380	A	29.3	A	28.2	A	28.9	A	207	A	184	A	200	A	7.8	A	6.7	A	7.1	A	8.2	A	7.7	A	7.8	A	5.1	A	3.6	A	8.7	A
USGS	02035000	2022-07-30	0.27	A	0.18	A	0.24	A	2830	A	28.7	A	26.5	A	27.9	A	184	A	145	A	160	A	7.6	A	6.4	A	6.8	A	7.7	A	7.4	A	7.6	A	14.4	A	8.6	A	27.6	A
USGS	02035000	2022-07-31	0.32	A	0.13	A	0.17	A	3560	A	27.8	A	25.6	A	26.8	A	193	A	178	A	186	A	7.4	A	6.9	A	7.1	A	7.8	A	7.6	A	7.7	A	8.6	A	6.8	A	22.3	A
USGS	02035000	2022-08-01	0.32	A	0.20	A	0.23	A	3450	A	27.4	A	25.1	A	26.0	A	191	A	178	A	184	A	7.9	A	7.0	A	7.4	A	7.8	A	7.5	A	7.6	A	10.8	A	7.7	A	20.6	A
USGS	02035000	2022-08-02	0.23	A	0.17	A	0.20	A	3870	A	28.7	A	25.6	A	27.0	A	214	A	150	A	174	A	7.9	A	6.8	A	7.2	A	7.9	A	7.4	A	7.6	A	13.8	A	8.8	A	22.3	A
USGS	02035000	2022-08-03	0.20	A	0.11	A	0.16	A	3820	A	30.3	A	27.7	A	28.6	A	241	A	214	A	237	A	8.3	A	6.9	A	7.3	A	8.3	A	7.8	A	8.0	A	6.1	A	4.8	A	11.2	A
USGS	02035000	2022-08-04	0.15	A	0.09	A	0.12	A	2650	A	31.0	A	28.5	A	29.6	A	248	A	240	A	243	A	8.5	A	6.8	A	7.3	A	8.5	A	7.9	A	8.1	A	4.0	A	3.2	A	6.3	A
USGS	02035000	2022-08-05	0.46	A	0.08	A	0.10	A	2520	A	30.8	A	26.2	A	29.6	A	248	A	108	A	237	A	8.2	A	6.6	A	7.1	A	8.5	A	7.2	A	8.1	A	4.2	A	2.5	A	148	A
USGS	02035000	2022-08-06							3000	A	27.7	A	25.1	A	26.4	A	137	A	93	A	114	A	6.9	A	6.3	A	6.6	A	7.4	A	7.1	A	7.2	A	44.0	A	19.3	A	165	A
USGS	02035000	2022-08-07	0.23	A	0.13	A	0.16	A	2920	A	29.8	A	26.9	A	28.0	A	188	A	137	A	172	A	8.1	A	6.6	A	7.2	A	8.0	A	7.4	A	7.7	A	8.9	A	7.0	A	19.3	A
USGS	02035000	2022-08-08							2690	A	31.0	A	28.2	A	29.4	A	219	A	188	A	209	A	8.2	A	6.8	A	7.2	A	8.3	A	7.8	A	8.0	A	6.6	A	4.6	A	8.4	A
USGS	02035000	2022-08-09	0.13	A	0.01	A	0.10	A	2970	A	31.9	A	29.3	A	30.4	A	226	A	219	A	223	A	8.4	A	6.6	A	7.1	A	8.5	A	7.9	A	8.1	A	5.8	A	4.0	A	9.7	A
USGS	02035000	2022-08-10							2800	A	32.1	A	29.9	A	30.8	A	225	A	202	A	217	A	8.3	A	6.5	A	6.9	A	8.5	A	7.9	A	8.0	A	4.6	A	2.8	A	59.7	A
USGS	02035000	2022-08-11	0.22	A	0.15	A	0.19	A	3060	A	30.1	A	27.5	A	28.3	A	209	A	140	A	167	A	7.0	A	6.2	A	6.6	A	7.9	A	7.5	A	7.5	A	12.7	A	9.0	A	18.0	A
USGS	02035000	2022-08-12	0.22	A	0.14	A	0.18	A	3140	A	28.8	A	26.8	A	27.6	A	175	A	149	A	171	A	8.2	A	6.6	A	7.3	A	8.2	A	7.5	A	7.8	A	7.9	A	6.4	A	13.2	A
USGS	02035000	2022-08-13							2880	A	28.4	A	26.1	A	27.3	A	191	A	175	A	181	A	8.9	A	7.0	A	7.7	A	8.6	A	7.8	A	8.1	A	5.9	A	4.5	A	9.2	A
USGS	02035000	2022-08-14							3120	A	27.3	A	26.2	A	26.8	A	204	A	191	A	199	A	8.5	A	7.2	A	7.6	A	8.4	A	7.9	A	8.1	A	4.4	A	3.3	A	9.6	A
USGS	02035000	2022-08-15							2290	A	26.6	A	24.4	A	25.4	A	232	A	204	A	224	A	8.3	A	7.1	A	7.5	A	8.3	A	7.9	A	8.0	A	4.4	A:[4]	3.4	A:[4]	9.9	A:[4]
USGS	02035000	2022-08-16							2050	A	24.8	A	23.6	A	24.1	A	237	A	232	A	236	A	9.1	A	7.3	A	8.0	A	8.4	A	7.8	A	8.0	A	3.8	A	2.7	A	9.2	A
USGS	02035000	2022-08-17							2380	A	25.3	A	23.1	A	24.2	A	237	A	219	A	228	A	9.3	A	7.7	A	8.3	A	8.4	A	7.9	A	8.0	A	3.6	A	3.0	A	5.6	A
USGS	02035000	2022-08-18	0.20	A	0.13	A	0.15	A	2540	A	26.1	A	23.6	A	24.8	A	237	A	220	A	231	A	9.4	A	7.7	A	8.2	A	8.5	A	7.9	A	8.1	A	3.4	A	2.6	A	8.5	A
USGS	02035000	2022-08-19	0.15	A	0.09	A	0.13	A	2340	A	27.2	A	24.8	A	25.8	A	240	A	235	A	238	A	9.6	A	7.5	A	8.2	A	8.7	A	8.0	A	8.2	A	3.2	A	2.6	A	7.7	A
USGS	02035000	2022-08-20	0.19	A	0.01	A	0.09	A	2390	A	27.8	A	25.9	A	26.7	A	243	A	233	A	240	A	9.2	A	7.4	A	8.0	A	8.7	A	8.1	A	8.3	A	3.5	A	2.7	A	5.2	A
USGS	02035000	2022-08-21	0.14	A	0.05	A	0.09	A	2320	A	26.8	A	25.6	A	26.1	A	233	A	194	A	221	A	8.5	A	7.3	A	7.6	A	8.4	A	7.8	A	8.1	A	3.3	A	2.5	A	20.7	A
USGS	02035000	2022-08-22	0.33	A	0.11	A	0.18	A	7580	A	25.8	A	24.4	A	25.2	A	208	A	90	A	176	A	7.4	A	6.6	A	6.8	A	7.8	A	7.2	A	7.6	A	49.1	A:[4]	6.0	A:[4]	101	A:[4]
USGS	02035000	2022-08-23							7520	A	24.5	A	22.1	A	23.2	A	90	A	46	A	62	A	6.8	A	6.1	A	6.3	A	7.2	A	6.4	A	6.7	A	103	A	51.0	A	208	A
USGS	02035000	2022-08-24							5500	A	27.1	A	24.5	A	25.6	A	167	A	73	A	112	A	7.1	A	6.7	A	6.9	A	7.5	A	6.9	A	7.2	A	30.0	A	17.9	A	51.5	A
USGS	02035000	2022-08-25							4070	A	27.4	A	26.1	A	26.8	A	185	A	167	A	181	A	7.7	A	7.1	A	7.3	A	7.8	A	7.5	A	7.7	A	13.6	A	9.7	A	19.2	A
USGS	02035000	2022-08-26							2840	A	28.9	A	26.2	A	27.4	A	205	A	177	A	184	A	8.3	A	7.0	A	7.4	A	8.2	A	7.7	A	7.9	A	10.2	A	8.3	A	33.9	A
USGS	02035000	2022-08-27							2630	A	29.6	A	27.0	A	28.2	A	229	A	205	A	222	A	8.5	A	7.0	A	7.4	A	8.4	A	7.8	A	8.0	A	8.4	A	3.8	A	11.7	A
USGS	02035000	2022-08-28							2390	A	30.1	A	27.5	A	28.6	A	234	A	228	A	231	A	8.7	A	7.0	A	7.4	A	8.6	A	8.0	A	8.1	A	5.3	A	3.5	A	23.6	A
USGS	02035000	2022-08-29							2150	A	30.4	A	28.0	A	29.1	A	234	A	230	A	230	A	8.9	A	6.9	A	7.5	A	8.7	A	8.0	A	8.2	A	4.6	A	3.0	A	8.0	A
USGS	02035000	2022-08-30							1930	A	30.1	A	28.2	A	29.0	A	238	A	234	A	236	A	8.9	A	6.8	A	7.3	A	8.7	A	8.0	A	8.2	A	4.1	A	3.1	A	17.8	A
USGS	02035000	2022-08-31							1920	A	29.4	A	27.5	A	28.5	A	236	A	226	A	233	A	9.3	A	6.7	A	7.6	A	8.7	A	8.0	A	8.2	A	3.3	A	2.5	A	6.7	A
USGS	02035000	2022-09-01							1930	A	29.0	A	26.6	A	27.8	A	226	A	204	A	210	A	9.5	A	7.0	A	7.8	A	8.8	A	8.0	A	8.3	A	3.6	A	2.6	A	7.7	A
USGS	02035000	2022-09-02	0.05	A	0.01	A	0.03	A	1840	A	28.9	A	26.3	A	27.6	A	212	A	202	A	205	A	9.7	A	7.0	A	7.9	A	8.9	A	8.0	A	8.4	A	3.7	A	2.4	A	7.1	A
USGS	02035000	2022-09-03							1730	A	29.0	A	26.8	A	27.9	A	227	A	212	A	219	A	9.8	A	7.0	A	8.0	A	8.9	A	8.1	A	8.4	A	3.8	A	2.5	A	8.0	A
USGS	02035000	2022-09-04							1950	A	28.7	A	27.0	A	27.9	A	240	A	227	A	229	A	9.4	A	7.0	A	7.6	A	8.8	A	8.1	A	8.3	A			2.5	A:[4]	5.6	A:[4]
USGS	02035000	2022-09-05	0.07	A	0.01	A	0.03	A	1730	A	28.4	A	27.1	A	27.7	A	250	A	240	A	246	A	9.4	A	6.9	A	7.6	A	8.8	A	8.1	A	8.3	A						
USGS	02035000	2022-09-06	0.07	A	0.01	A	0.05	A	1630	A	29.2	A	26.9	A	28.2	A	250	A	240	A	242	A	9.8	A	6.9	A	7.8	A	8.8	A	8.0	A	8.3	A			1.3	A:[4]	2.4	A:[4]
USGS	02035000	2022-09-07	0.08	A	0.04	A	0.05	A	1630	A	29.3	A	27.4	A	28.0	A	242	A	233	A	240	A	9.5	A	6.8	A	7.5	A	8.8	A	8.0	A	8.2	A	1.8	A	1.3	A	3.7	A
USGS	02035000	2022-09-08	0.16	A	0.07	A	0.10	A	2450	A	27.7	A	25.8	A	26.6	A	233	A	205	A	211	A	8.0	A	6.7	A	7.2	A	8.2	A	7.8	A	8.0	A	2.6	A	2.0	A	3.9	A
USGS	02035000	2022-09-09	0.20	A	0.14	A	0.18	A	3440	A	26.3	A	24.7	A	25.5	A	207	A	166	A	180	A	8.4	A	6.9	A	7.5	A	8.0	A	7.6	A	7.8	A	3.9	A	3.4	A	5.2	A
USGS	02035000	2022-09-10	0.19	A	0.10	A	0.12	A	3100	A	25.3	A	24.2	A	24.8	A	193	A	169	A	174	A	8.4	A	7.2	A	7.8	A	8.1	A	7.7	A	7.9	A	3.4	A	2.8	A	4.1	A
USGS	02035000	2022-09-11							2650	A	25.6	A	24.2	A	24.6	A	208	A	171	A	201	A	8.9	A	7.3	A	7.6	A	8.3	A	7.6	A	7.8	A	3.3	A	2.5	A	150	A
USGS	02035000	2022-09-12							2800	A	26.5	A	24.5	A	25.3	A	216	A	204	A	214	A	8.9	A	7.3	A	7.7	A	8.3	A	7.8	A	7.9	A	3.4	A	2.8	A	10.0	A
USGS	02035000	2022-09-13	0.23	A	0.10	A	0.13	A	3510	A	26.2	A	24.1	A	25.4	A	219	A	145	A	211	A	8.1	A	7.0	A	7.4	A	8.1	A	7.4	A	7.9	A	3.6	A	2.5	A	13.1	A
USGS	02035000	2022-09-14	0.21	A	0.19	A	0.20	A	3610	A	25.4	A	23.4	A	24.1	A	184	A	148	A	165	A	8.2	A	7.1	A	7.6	A	7.9	A	7.4	A	7.7	A	7.6	A	5.7	A	11.5	A
USGS	02035000	2022-09-15	0.21	A	0.11	A	0.15	A	2930	A	25.3	A	23.2	A	24.2	A	212	A	184	A	202	A	9.1	A	7.4	A	8.1	A	8.4	A	7.7	A	8.0	A	3.6	A	3.0	A	6.0	A
USGS	02035000	2022-09-16	0.11	A	0.07	A	0.09	A	2560	A	25.5	A	23.4	A	24.4	A	214	A	201	A	210	A	9.4	A	7.6	A	8.2	A	8.6	A	7.9	A	8.2	A	2.6	A	2.0	A	4.4	A
USGS	02035000	2022-09-17	0.09	A	0.03	A	0.07	A	2270	A	25.6	A	23.4	A	24.5	A	201	A	196	A	198	A	9.7	A	7.7	A	8.3	A	8.8	A	8.0	A	8.3	A	2.2	A	1.8	A	3.3	A
USGS	02035000	2022-09-18							2020	A	25.5	A	23.3	A	24.4	A	218	A	199	A	210	A	9.8	A	7.7	A	8.3	A	8.8	A	8.1	A	8.4	A	2.1	A	1.6	A	8.3	A
USGS	02035000	2022-09-19							1890	A	25.7	A	23.6	A	24.9	A	236	A	218	A	230	A	9.6	A	7.6	A	8.1	A	8.8	A	8.1	A	8.4	A	1.7	A	1.4	A	2.4	A
USGS	02035000	2022-09-20							1790	A	26.7	A	24.1	A	25.5	A	246	A	236	A	243	A	9.7	A	7.5	A	8.0	A	8.8	A	8.1	A	8.4	A	1.6	A	1.2	A	4.2	A
USGS	02035000	2022-09-21							1730	A	27.0	A	24.5	A	25.9	A	246	A	243	A	244	A	9.8	A	7.3	A	8.0	A	8.8	A	8.1	A	8.3	A	1.5	A	1.0	A	3.2	A
USGS	02035000	2022-09-22	0.05	A	0.01	A	0.04	A	1600	A	25.9	A	23.7	A	25.3	A	246	A	240	A	242	A	8.8	A	7.2	A	7.7	A	8.6	A	8.1	A	8.2	A	1.4	A	1.0	A	5.5	A
USGS	02035000	2022-09-23	0.07	A	0.03	A	0.05	A	1570	A	23.7	A	21.7	A	22.9	A	244	A	234	A	237	A	9.9	A	7.4	A	8.4	A	8.7	A	8.0	A	8.2	A	1.4	A	1.0	A	3.4	A
USGS	02035000	2022-09-24	0.07	A	0.02	A	0.04	A	1640	A	22.2	A	20.6	A	21.5	A	238	A	235	A	236	A	10.1	A	8.0	A	8.8	A	8.7	A	8.0	A	8.3	A	1.4	A	1.1	A	3.1	A
USGS	02035000	2022-09-25	0.07	A	0.02	A	0.05	A	1730	A	21.7	A	20.3	A	21.1	A	239	A	235	A	238	A	9.7	A	8.1	A	8.5	A	8.6	A	8.1	A	8.2	A	1.3	A	0.9	A	2.0	A
USGS	02035000	2022-09-26	0.08	A	0.03	A	0.06	A	1690	A:e	22.5	A	20.4	A	21.5	A	249	A	235	A	244	A	9.9	A	8.0	A	8.6	A	8.7	A	8.0	A	8.3	A	1.4	A	1.0	A	3.9	A
USGS	02035000	2022-09-27							1480	A:e	22.2	A	20.2	A	21.2	A	258	A	249	A	253	A	10.1	A	8.0	A	8.8	A	8.7	A	8.1	A	8.3	A	1.3	A	1.0	A	2.6	A
USGS	02035000	2022-09-28							1410	A	21.3	A	19.1	A	20.3	A	268	A	258	A	263	A	10.3	A	8.2	A	9.0	A	8.7	A	8.1	A	8.4	A	1.1	A	0.8	A	3.9	A
USGS	02035000	2022-09-29							1280	A	20.0	A	18.6	A	19.4	A	276	A	268	A	272	A	10.4	A	8.3	A	9.3	A	8.7	A	8.1	A	8.4	A	1.2	A	1.0	A	2.9	A
USGS	02035000	2022-09-30							1370	A	19.0	A	16.8	A	17.8	A	276	A	262	A	274	A	9.5	A	8.6	A	8.9	A	8.4	A	8.1	A	8.3	A	1.3	A	1.0	A	13.2	A
USGS	02035000	2022-10-01							1540	A	16.9	A	16.4	A	16.6	A	262	A	251	A	257	A	9.5	A	8.7	A	8.8	A	8.1	A	7.8	A	8.0	A	2.0	A	1.5	A	6.3	A
USGS	02035000	2022-10-02	0.10	A	0.06	A	0.08	A	1940	A	16.5	A	15.8	A	16.5	A	253	A	220	A	234	A	9.0	A	8.6	A	8.8	A	7.8	A	7.8	A	7.8	A	1.8	A	1.5	A	2.6	A
USGS	02035000	2022-10-03	0.22	A	0.09	A	0.14	A	3220	A	15.8	A	15.1	A	15.5	A	228	A	206	A	220	A	9.8	A	8.8	A	9.4	A	7.9	A	7.7	A	7.8	A	2.6	A	2.0	A	3.9	A
USGS	02035000	2022-10-04	0.22	A	0.15	A	0.17	A	3750	A	15.6	A	14.8	A	15.2	A	206	A	198	A	200	A	9.9	A	9.3	A	9.5	A	7.9	A	7.7	A	7.8	A	2.9	A	2.3	A	4.0	A
USGS	02035000	2022-10-05	0.22	A	0.16	A	0.20	A	4060	A	17.2	A	15.5	A	16.4	A	261	A	205	A	239	A	9.8	A	9.2	A	9.4	A	8.1	A	7.8	A	7.9	A	2.9	A	2.4	A	3.6	A
USGS	02035000	2022-10-06	0.21	A	0.11	A	0.15	A	3260	A	19.0	A	16.5	A	17.6	A	288	A	261	A	274	A	9.9	A	9.0	A	9.2	A	8.2	A	7.9	A	8.0	A	2.0	A	1.6	A	2.8	A
USGS	02035000	2022-10-07	0.14	A	0.09	A	0.11	A	2790	A	19.7	A	17.5	A	18.4	A	298	A	285	A	294	A	9.9	A	8.8	A	9.0	A	8.3	A	8.0	A	8.1	A	1.9	A	1.3	A	3.3	A
USGS	02035000	2022-10-08	0.11	A	0.05	A	0.09	A	2330	A	19.4	A	18.0	A	18.7	A	285	A	251	A	256	A	10.0	A	8.7	A	9.1	A	8.4	A	8.0	A	8.1	A	1.8	A	1.4	A	2.6	A
USGS	02035000	2022-10-09	0.09	A	0.03	A	0.05	A	2000	A	18.3	A	16.5	A	17.5	A	277	A	258	A	269	A	10.5	A	9.0	A	9.4	A	8.5	A	8.1	A	8.2	A	1.6	A	1.1	A	6.2	A
USGS	02035000	2022-10-10	0.10	A	0.01	A	0.05	A	1930	A	17.7	A	15.5	A	16.6	A	277	A	265	A	272	A	10.7	A	9.3	A	9.7	A	8.5	A	8.1	A	8.2	A	1.4	A	1.0	A	7.8	A
USGS	02035000	2022-10-11	0.12	A	0.01	A	0.06	A	1730	A	17.6	A	15.0	A	16.5	A	266	A	246	A	252	A	11.0	A	9.4	A	9.9	A	8.6	A	8.1	A	8.2	A	1.2	A	1.0	A	4.7	A
USGS	02035000	2022-10-12	0.13	A	0.07	A	0.10	A	1720	A	16.9	A	15.4	A	16.4	A	247	A	243	A	245	A	10.8	A	9.4	A	9.8	A	8.5	A	8.1	A	8.2	A	1.3	A	0.9	A	2.3	A
USGS	02035000	2022-10-13							1700	A																									1.4	A:[4]	0.9	A:[4]	7.6	A:[4]
USGS	02035000	2022-10-14	0.07	A	0.03	A	0.05	A	1680	A	19.6	A	17.5	A	18.4	A	259	A	250	A	257	A	10.3	A	8.6	A	9.1	A	8.5	A	8.0	A	8.1	A	1.3	A	0.9	A	2.8	A
USGS	02035000	2022-10-15	0.04	A	0.02	A	0.03	A	1890	A:e	18.5	A	16.9	A	17.8	A	250	A	244	A	247	A	10.2	A	8.7	A	9.2	A	8.4	A	8.0	A	8.1	A	1.7	A	1.1	A	5.0	A
USGS	02035000	2022-10-16	0.04	A	0.01	A	0.02	A	2210	A	18.0	A	16.9	A	17.6	A	245	A	232	A	238	A	9.7	A	8.8	A	9.0	A	8.2	A	7.9	A	8.0	A	1.6	A	1.1	A	2.4	A
USGS	02035000	2022-10-17							1920	A	18.3	A	17.3	A	17.7	A	232	A	224	A	228	A	9.8	A	8.5	A	8.9	A	8.2	A	7.9	A	8.0	A	1.8	A	1.2	A	3.3	A
USGS	02035000	2022-10-18							1830	A:e	17.5	A	15.3	A	16.6	A	224	A	215	A	218	A	10.1	A	8.7	A	9.3	A	8.3	A	7.9	A	8.0	A	1.5	A	1.2	A	3.0	A
USGS	02035000	2022-10-19							2130	A:e	15.3	A	13.4	A	14.2	A	216	A	214	A	214	A	10.5	A	9.2	A	9.8	A	8.3	A	7.9	A	8.1	A	1.4	A	1.1	A	3.4	A
USGS	02035000	2022-10-20	0.02	A	0.01	A	0.01	A	2060	A:e	13.8	A	12.3	A	13.2	A	225	A	214	A	220	A	11.0	A	9.8	A	10.2	A	8.4	A	7.9	A	8.1	A	1.2	A	1.0	A	3.1	A
USGS	02035000	2022-10-21							1910	A	14.1	A	12.0	A	13.1	A	228	A	225	A	225	A	11.2	A	10.0	A	10.4	A	8.4	A	8.0	A	8.1	A	1.2	A	1.0	A	3.1	A
USGS	02035000	2022-10-22	0.04	A	0.03	A	0.04	A	1840	A	14.3	A	12.1	A	13.4	A	231	A	228	A	230	A	11.2	A	10.0	A	10.4	A	8.4	A	8.0	A	8.1	A	1.2	A	1.0	A	2.8	A
USGS	02035000	2022-10-23	0.06	A	0.02	A	0.03	A	1780	A	14.1	A	12.6	A	13.4	A	233	A	230	A	232	A	11.2	A	10.0	A	10.4	A	8.4	A	8.0	A	8.1	A	1.3	A	1.0	A	2.3	A
USGS	02035000	2022-10-24	0.07	A	0.05	A	0.07	A	1700	A	15.8	A	13.3	A	15.0	A	233	A	231	A	233	A	11.0	A	9.8	A	10.2	A	8.4	A	8.0	A	8.1	A	1.4	A	1.1	A	2.4	A
USGS	02035000	2022-10-25	0.10	A	0.05	A	0.06	A	1630	A	15.7	A	14.7	A	15.0	A	233	A	231	A	232	A	10.6	A	9.4	A	9.7	A	8.3	A	8.0	A	8.1	A	1.6	A	1.2	A	2.5	A
USGS	02035000	2022-10-26	0.13	A	0.01	A	0.09	A	1580	A	16.0	A	15.0	A	15.4	A	234	A	230	A	231	A	10.2	A	9.2	A	9.4	A	8.3	A	8.0	A	8.0	A	1.6	A	1.3	A	2.3	A
USGS	02035000	2022-10-27	0.05	A	0.01	A	0.02	A	1580	A	16.4	A	14.5	A	15.4	A	237	A	230	A	232	A	10.4	A	9.1	A	9.6	A	8.3	A	7.9	A	8.0	A	1.6	A	1.4	A	2.3	A
USGS	02035000	2022-10-28	0.03	A	0.01	A	0.02	A	1580	A	15.0	A	13.9	A	14.3	A	249	A	237	A	240	A	10.3	A	9.3	A	9.7	A	8.2	A	7.9	A	8.0	A	1.4	A	1.2	A	2.8	A
USGS	02035000	2022-10-29	0.04	A	0.02	A	0.02	A	1560	A	15.3	A	13.3	A	14.3	A	266	A	249	A	258	A	10.7	A	9.5	A	9.9	A	8.3	A	7.9	A	8.1	A	1.4	A	1.2	A	2.6	A
