# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-04-24 12:12:48 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01632900 SMITH CREEK NEAR NEW MARKET, VA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01632900
#            TS   parameter     statistic     Description
#        144686       00060     00003     Discharge, cubic feet per second (Mean)
#        144687       00010     00001     Temperature, water, degrees Celsius (Maximum)
#        144688       00010     00002     Temperature, water, degrees Celsius (Minimum)
#        144689       00010     00008     Temperature, water, degrees Celsius (Median)
#        144690       00095     00001     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Maximum)
#        144691       00095     00002     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Minimum)
#        144692       00095     00008     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Median)
#        144693       00400     00001     pH, water, unfiltered, field, standard units (Maximum)
#        144694       00400     00002     pH, water, unfiltered, field, standard units (Minimum)
#        144695       00400     00008     pH, water, unfiltered, field, standard units (Median)
#        144699       00300     00001     Dissolved oxygen, water, unfiltered, milligrams per liter (Maximum)
#        144700       00300     00002     Dissolved oxygen, water, unfiltered, milligrams per liter (Minimum)
#        144701       00300     00008     Dissolved oxygen, water, unfiltered, milligrams per liter (Median)
#        144702       99133     00001     Nitrate plus nitrite, water, in situ, milligrams per liter as nitrogen (Maximum)
#        144703       99133     00002     Nitrate plus nitrite, water, in situ, milligrams per liter as nitrogen (Minimum)
#        144704       99133     00008     Nitrate plus nitrite, water, in situ, milligrams per liter as nitrogen (Median)
#        214378       63680     00008     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Median)
#        214379       63680     00002     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Minimum)
#        214380       63680     00001     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Maximum)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	144686_00060_00003	144686_00060_00003_cd	144687_00010_00001	144687_00010_00001_cd	144688_00010_00002	144688_00010_00002_cd	144689_00010_00008	144689_00010_00008_cd	144690_00095_00001	144690_00095_00001_cd	144691_00095_00002	144691_00095_00002_cd	144692_00095_00008	144692_00095_00008_cd	144693_00400_00001	144693_00400_00001_cd	144694_00400_00002	144694_00400_00002_cd	144695_00400_00008	144695_00400_00008_cd	144699_00300_00001	144699_00300_00001_cd	144700_00300_00002	144700_00300_00002_cd	144701_00300_00008	144701_00300_00008_cd	144702_99133_00001	144702_99133_00001_cd	144703_99133_00002	144703_99133_00002_cd	144704_99133_00008	144704_99133_00008_cd
USGS	01632900	2022-08-10	25.0	A	26.3	P	24.8	P	25.6	P	583	P	568	P	580	P	8.1	P	8.0	P	8.1	P	7.5	P	6.4	P	6.7	P						
USGS	01632900	2022-08-11	24.0	A	25.6	P	24.2	P	25.0	P	586	P	579	P	584	P	8.1	P	8.0	P	8.1	P	7.7	P	6.5	P	6.9	P						
USGS	01632900	2022-08-12	24.2	A	24.8	P	22.9	P	23.7	P	592	P	584	P	588	P	8.1	P	8.1	P	8.1	P	8.0	P	6.8	P	7.3	P						
USGS	01632900	2022-08-13	24.3	A	22.9	P	20.6	P	21.9	P	591	P	582	P	589	P	8.2	P	8.1	P	8.2	P	8.7	P	7.2	P	7.8	P						
USGS	01632900	2022-08-14	23.2	A	21.8	P	20.6	P	21.3	P	586	P	577	P	582	P	8.2	P	8.1	P	8.1	P	8.4	P	7.5	P	7.8	P						
USGS	01632900	2022-08-15	25.2	A	21.2	P	19.9	P	20.4	P	589	P	576	P	582	P	8.1	P	8.1	P	8.1	P	8.0	P	7.4	P	7.8	P						
USGS	01632900	2022-08-16	31.3	A	20.2	P	19.4	P	19.9	P	577	P	527	P	568	P	8.1	P	8.1	P	8.1	P	8.5	P	7.7	P	8.0	P						
USGS	01632900	2022-08-17	26.2	A	20.8	P	19.1	P	19.8	P	570	P	533	P	560	P	8.2	P	8.1	P	8.1	P	8.8	P	7.8	P	8.1	P						
USGS	01632900	2022-08-18	24.8	A	21.6	P	19.2	P	20.4	P	577	P	570	P	574	P	8.2	P	8.1	P	8.2	P	8.9	P	7.8	P	8.0	P						
USGS	01632900	2022-08-19	23.3	A	21.5	P	19.8	P	20.9	P	583	P	577	P	581	P	8.2	P	8.1	P	8.1	P	9.0	P	7.7	P	8.0	P						
USGS	01632900	2022-08-20	23.2	A	22.1	P	20.4	P	21.4	P	588	P	576	P	583	P	8.2	P	8.1	P	8.1	P	8.7	P	7.6	P	7.8	P						
USGS	01632900	2022-08-21	22.2	A	22.0	P	21.2	P	21.6	P	584	P	577	P	582	P	8.1	P	8.1	P	8.1	P	8.3	P	7.3	P	7.6	P						
USGS	01632900	2022-08-22	23.0	A	22.7	P	21.1	P	22.0	P	588	P	578	P	584	P	8.2	P	8.1	P	8.1	P	8.5	P	7.3	P	7.7	P						
USGS	01632900	2022-08-23	22.2	A	22.7	P	21.1	P	22.2	P	584	P	576	P	581	P	8.2	P	8.1	P	8.1	P	8.5	P	7.2	P	7.6	P						
USGS	01632900	2022-08-24	21.1	A	22.8	P	20.7	P	22.1	P	584	P	577	P	579	P	8.2	P	8.1	P	8.1	P	8.7	P	7.2	P	7.6	P						
USGS	01632900	2022-08-25	21.0	A	23.3	P	21.7	P	22.7	P	585	P	577	P	580	P	8.2	P	8.0	P	8.1	P	8.7	P	7.1	P	7.5	P						
USGS	01632900	2022-08-26	20.6	A	23.7	P	22.0	P	23.1	P	579	P	575	P	577	P	8.1	P	8.0	P	8.1	P	8.4	P	6.8	P	7.3	P						
USGS	01632900	2022-08-27	20.5	A	23.9	P	22.2	P	23.4	P	582	P	577	P	579	P	8.1	P	8.0	P	8.1	P	8.4	P	6.8	P	7.3	P						
USGS	01632900	2022-08-28	19.0	A	24.1	P	22.5	P	23.6	P	578	P	573	P	576	P	8.1	P	8.0	P	8.1	P	8.2	P	6.7	P	7.2	P						
USGS	01632900	2022-08-29	19.8	A	24.9	P	22.9	P	24.0	P	584	P	578	P	581	P	8.1	P	8.0	P	8.1	P	8.3	P	6.6	P	7.0	P						
USGS	01632900	2022-08-30	20.1	A	24.5	P	23.4	P	24.1	P	583	P	573	P	582	P	8.1	P	8.0	P	8.0	P	7.9	P	6.4	P	6.8	P						
USGS	01632900	2022-08-31	22.3	A	23.8	P	22.1	P	23.0	P	578	P	568	P	574	P	8.1	P	8.0	P	8.1	P	8.2	P	6.5	P	7.1	P						
USGS	01632900	2022-09-01	19.8	A	22.6	P	20.7	P	22.2	P	568	P	561	P	566	P	8.1	P	8.0	P	8.1	P	8.5	P	6.8	P	7.4	P						
USGS	01632900	2022-09-02	19.6	A	22.2	P	20.7	P	21.9	P	568	P	565	P	566	P	8.1	P	8.0	P	8.1	P	8.7	P	7.0	P	7.6	P						
USGS	01632900	2022-09-03	18.5	A	22.8	P	20.9	P	21.9	P	571	P	564	P	568	P	8.2	P	8.0	P	8.1	P	9.0	P	7.0	P	7.6	P						
USGS	01632900	2022-09-04	18.0	A	23.1	P	21.5	P	22.5	P	572	P	566	P	568	P	8.1	P	8.0	P	8.1	P	8.7	P	6.8	P	7.4	P						
USGS	01632900	2022-09-05	19.7	A	23.0	P	22.5	P	22.8	P	572	P	562	P	570	P	8.1	P	7.9	P	8.0	P	7.9	P	6.6	P	7.1	P						
USGS	01632900	2022-09-06	22.9	A	23.4	P	22.2	P	22.8	P	563	P	557	P	559	P	8.0	P	7.9	P	7.9	P	8.1	P	6.6	P	7.0	P						
USGS	01632900	2022-09-07	22.5	A	23.2	P	22.2	P	22.8	P	565	P	555	P	563	P	8.0	P	7.9	P	7.9	P	8.0	P	6.6	P	7.0	P						
USGS	01632900	2022-09-08	29.7	A	22.7	P	21.6	P	22.1	P	565	P	547	P	561	P	8.0	P	7.9	P	8.0	P	7.9	P	6.8	P	7.3	P						
USGS	01632900	2022-09-09	23.1	A	21.6	P	20.4	P	21.2	P	557	P	547	P	554	P	8.0	P	7.9	P	8.0	P	8.4	P	7.1	P	7.6	P						
USGS	01632900	2022-09-10	22.0	A	21.2	P	19.6	P	20.6	P	547	P	515	P	522	P	8.1	P	7.9	P	8.0	P	9.0	P	7.3	P	7.8	P						
USGS	01632900	2022-09-11	23.5	A	21.5	P	20.3	P	20.7	P	571	P	523	P	550	P	8.0	P	7.9	P	8.0	P	8.7	P	7.3	P	7.6	P						
USGS	01632900	2022-09-12	27.3	A	22.1	P	20.8	P	21.6	P	575	P	541	P	570	P	8.0	P	7.9	P	8.0	P	8.4	P	7.2	P	7.4	P						
USGS	01632900	2022-09-13	27.2	A	22.2	P	20.9	P	21.5	P	548	P	497	P	538	P	8.0	P	7.9	P	7.9	P	8.2	P	7.0	P	7.3	P						
USGS	01632900	2022-09-14	22.2	A	20.9	P	18.9	P	20.0	P	555	P	509	P	539	P	8.0	P	7.9	P	8.0	P	8.8	P	7.2	P	7.9	P						
USGS	01632900	2022-09-15	20.9	A	19.9	P	18.2	P	19.5	P	572	P	555	P	569	P	8.1	P	8.0	P	8.0	P	9.3	P	7.7	P	8.2	P						
USGS	01632900	2022-09-16	20.3	A	19.8	P	18.3	P	19.4	P	580	P	571	P	576	P	8.1	P	8.0	P	8.0	P	9.6	P	7.7	P	8.3	P						
USGS	01632900	2022-09-17	19.8	A	20.2	P	18.4	P	19.5	P	583	P	576	P	580	P	8.1	P	8.0	P	8.0	P	9.7	P	7.7	P	8.3	P						
USGS	01632900	2022-09-18	19.2	A	20.3	P	18.5	P	19.7	P	578	P	572	P	576	P	8.1	P	8.0	P	8.0	P	9.5	P	7.6	P	8.1	P						
USGS	01632900	2022-09-19	18.8	A	20.2	P	19.0	P	20.0	P	574	P	568	P	572	P	8.1	P	7.9	P	8.0	P	9.1	P	7.5	P	7.9	P						
USGS	01632900	2022-09-20	18.4	A	20.9	P	19.2	P	20.0	P	574	P	569	P	570	P	8.0	P	7.9	P	8.0	P	9.0	P	7.3	P	7.8	P						
USGS	01632900	2022-09-21	17.8	A	20.5	P	18.8	P	20.0	P	573	P	569	P	571	P	8.2	P	7.9	P	8.1	P	9.1	P	7.3	P	7.8	P						
USGS	01632900	2022-09-22	17.2	A	20.3	P	18.6	P	20.0	P	577	P	571	P	576	P	8.1	P	8.0	P	8.1	P	8.3	P	7.1	P	7.6	P						
USGS	01632900	2022-09-23	16.3	A	18.6	P	16.1	P	17.0	P	583	P	577	P	579	P	8.2	P	8.1	P	8.1	P	9.1	P	7.6	P	8.4	P						
USGS	01632900	2022-09-24	16.3	A	16.4	P	15.1	P	16.0	P	584	P	580	P	582	P	8.2	P	8.1	P	8.1	P	9.6	P	8.2	P	8.7	P						
USGS	01632900	2022-09-25	16.4	A	16.7	P	15.2	P	16.0	P							8.2	P	8.1	P	8.1	P	9.2	P	8.3	P	8.5	P						
USGS	01632900	2022-09-26	16.6	A	17.4	P	15.8	P	16.5	P							8.2	P	8.1	P	8.1	P	9.3	P	8.0	P	8.5	P						
USGS	01632900	2022-09-27	16.2	A	16.2	P	14.9	P	15.4	P							8.2	P	8.1	P	8.2	P	9.6	P	8.2	P	8.9	P						
USGS	01632900	2022-09-28	15.8	A	15.0	P	13.6	P	14.3	P							8.2	P	8.1	P	8.2	P	10.1	P	8.7	P	9.4	P						
USGS	01632900	2022-09-29	15.8	A	14.5	P	13.1	P	13.8	P	589	P	580	P	585	P	8.2	P	8.1	P	8.2	P	10.4	P	9.0	P	9.5	P	3.48	P	3.36	P	3.39	P
USGS	01632900	2022-09-30	15.9	A	13.8	P	12.7	P	12.9	P	585	P	575	P	581	P	8.2	P	8.2	P	8.2	P	10.0	P	9.1	P	9.5	P	3.50	P	3.43	P	3.48	P
USGS	01632900	2022-10-01	21.3	A	12.9	P	12.4	P	12.6	P	575	P	561	P	565	P	8.2	P	8.1	P	8.2	P	9.5	P	9.1	P	9.3	P	3.62	P	3.44	P	3.48	P
USGS	01632900	2022-10-02	27.2	A	13.0	P	12.9	P	13.0	P	564	P	547	P	554	P	8.1	P	8.1	P	8.1	P	9.4	P	9.0	P	9.2	P	3.58	P	3.27	P	3.42	P
USGS	01632900	2022-10-03	29.3	A	13.3	P	12.3	P	12.9	P	552	P	533	P	536	P	8.2	P	8.1	P	8.2	P	10.4	P	9.3	P	9.8	P	3.30	P	2.90	P	2.94	P
USGS	01632900	2022-10-04	25.0	A	12.9	P	12.2	P	12.6	P	539	P	532	P	534	P	8.2	P	8.2	P	8.2	P	10.3	P	9.4	P	9.7	P	3.04	P	2.91	P	2.98	P
USGS	01632900	2022-10-05	22.5	A	13.7	P	12.2	P	13.0	P	558	P	539	P	556	P	8.3	P	8.2	P	8.2	P	10.5	P	9.4	P	9.6	P	3.16	P	3.04	P	3.14	P
USGS	01632900	2022-10-06	20.9	A	14.2	P	12.4	P	13.5	P	564	P	557	P	562	P	8.2	P	8.2	P	8.2	P	10.3	P	9.2	P	9.5	P	3.19	P	3.06	P	3.16	P
USGS	01632900	2022-10-07	20.0	A	14.7	P	12.9	P	14.0	P	561	P	557	P	560	P	8.2	P	8.2	P	8.2	P	10.2	P	9.1	P	9.4	P	3.18	P	3.07	P	3.13	P
USGS	01632900	2022-10-08	19.2	A	14.6	P	12.3	P	13.4	P	565	P	556	P	560	P	8.2	P	8.1	P	8.2	P	10.4	P	8.8	P	9.7	P	3.07	P	3.01	P	3.04	P
USGS	01632900	2022-10-09	18.9	A	12.3	P	10.7	P	11.6	P	575	P	565	P	572	P	8.2	P	8.2	P	8.2	P	10.7	P	9.5	P	10.0	P	3.06	P	3.02	P	3.03	P
USGS	01632900	2022-10-10	18.8	A	11.7	P	10.0	P	11.2	P	580	P	574	P	577	P	8.2	P	8.2	P	8.2	P	11.0	P	9.8	P	10.2	P	3.05	P	3.00	P	3.03	P
USGS	01632900	2022-10-11	18.6	A	11.9	P	10.0	P	11.1	P	589	P	580	P	588	P	8.2	P	8.2	P	8.2	P	11.0	P	9.9	P	10.2	P	3.11	P	3.04	P	3.08	P
USGS	01632900	2022-10-12	18.0	A	12.8	P	10.4	P	11.4	P	596	P	587	P	590	P	8.2	P	8.1	P	8.2	P	11.0	P	9.6	P	10.0	P	3.39	P	3.09	P	3.14	P
USGS	01632900	2022-10-13	19.6	A:e	14.5	P	12.8	P	13.8	P	595	P	587	P	590	P	8.2	P	8.1	P	8.1	P	9.6	P	8.4	P	8.9	P	3.35	P	3.08	P	3.14	P
USGS	01632900	2022-10-14	19.0	A:e	14.7	P	13.4	P	14.0	P	596	P	592	P	595	P	8.1	P	8.0	P	8.0	P	9.4	P	8.0	P	8.5	P	3.14	P	2.97	P	3.04	P
USGS	01632900	2022-10-15	18.4	A	14.2	P	12.3	P	13.4	P	597	P	595	P	595	P	8.1	P	8.0	P	8.0	P	9.6	P	8.2	P	8.6	P	2.98	P	2.80	P	2.86	P
USGS	01632900	2022-10-16	18.1	A	14.3	P	12.6	P	13.6	P	598	P	591	P	595	P	8.1	P	8.0	P	8.0	P	9.5	P	8.0	P	8.4	P	2.80	P	2.56	P	2.66	P
USGS	01632900	2022-10-17	18.8	A:e	14.7	P	13.5	P	13.9	P	598	P	589	P	593	P	8.0	P	7.9	P	8.0	P	9.2	P	7.7	P	8.2	P	2.65	P	2.49	P	2.53	P
USGS	01632900	2022-10-18	18.8	A:e	13.6	P	10.8	P	11.8	P	599	P	595	P	597	P	8.1	P	7.9	P	8.0	P	9.6	P	7.7	P	8.8	P	2.56	P	2.49	P	2.54	P
USGS	01632900	2022-10-19	18.8	A:e	10.8	P	9.3	P	10.0	P	599	P	595	P	596	P	8.1	P	8.0	P	8.0	P	10.0	P	8.7	P	9.5	P	2.62	P	2.55	P	2.58	P
USGS	01632900	2022-10-20	18.8	A:e	10.0	P	8.0	P	8.9	P	600	P	595	P	597	P	8.1	P	8.0	P	8.1	P	10.7	P	9.4	P	9.9	P	2.90	P	2.60	P	2.76	P
USGS	01632900	2022-10-21	18.8	A:e	10.0	P	7.7	P	8.8	P	602	P	597	P	599	P	8.1	P	8.0	P	8.1	P	10.7	P	9.5	P	9.9	P	2.95	P	2.88	P	2.92	P
USGS	01632900	2022-10-22	18.8	A:e	10.4	P	7.9	P	9.2	P	599	P	588	P	592	P	8.1	P	8.0	P	8.1	P	10.8	P	9.5	P	9.9	P	3.00	P	2.90	P	2.95	P
USGS	01632900	2022-10-23	18.8	A:e	10.9	P	8.3	P	9.4	P	596	P	590	P	594	P	8.1	P	8.0	P	8.1	P	11.0	P	9.4	P	9.9	P	3.08	P	2.95	P	3.03	P
USGS	01632900	2022-10-24	18.8	A:e	13.1	P	10.6	P	11.8	P	597	P	593	P	594	P	8.1	P	8.0	P	8.0	P	10.0	P	8.7	P	9.2	P	3.01	P	2.90	P	2.97	P
USGS	01632900	2022-10-25	18.8	A:e	13.3	P	10.9	P	12.0	P	593	P	587	P	589	P	8.1	P	8.0	P	8.0	P	10.0	P	8.3	P	8.8	P						
USGS	01632900	2022-10-26	18.8	A:e	13.8	P	11.7	P	12.6	P	591	P	582	P	584	P	8.0	P	7.9	P	8.0	P	9.7	P	8.0	P	8.4	P						
USGS	01632900	2022-10-27	18.8	A:e	13.7	P	11.8	P	12.6	P	586	P	579	P	584	P	8.0	P	7.9	P	8.0	P	9.7	P	7.8	P	8.6	P						
USGS	01632900	2022-10-28	18.8	A:e	11.8	P	10.0	P	11.0	P	585	P	575	P	578	P	8.1	P	7.9	P	8.0	P	10.9	P	8.3	P	9.7	P						
USGS	01632900	2022-10-29	18.8	A:e	12.5	P	10.7	P	11.0	P	576	P	570	P	572	P	8.1	P	8.0	P	8.0	P	10.7	P	8.8	P	9.4	P	2.17	P	2.00	P	2.08	P
USGS	01632900	2022-10-30	18.8	A:e	11.1	P	9.3	P	10.7	P	574	P	565	P	568	P	8.1	P	8.0	P	8.1	P	11.3	P	8.9	P	9.9	P						
USGS	01632900	2022-10-31	19.2	A:e	11.8	P	10.5	P	11.1	P	569	P	555	P	562	P	8.1	P	8.0	P	8.0	P	10.1	P	8.9	P	9.4	P						
USGS	01632900	2022-11-01	21.0	A	13.3	P	11.7	P	12.7	P	558	P	554	P	557	P	8.1	P	7.9	P	8.0	P	10.4	P	8.3	P	9.0	P	1.99	P	1.87	P	1.94	P
USGS	01632900	2022-11-02	19.9	A	12.9	P	11.7	P	12.5	P	559	P	552	P	554	P	8.1	P	7.9	P	8.0	P	11.0	P	8.2	P	9.4	P	2.02	P	1.94	P	1.98	P
USGS	01632900	2022-11-03	19.9	A	13.5	P	11.7	P	12.4	P	554	P	547	P	551	P	8.1	P	8.0	P	8.0	P	11.0	P	8.4	P	9.3	P						
USGS	01632900	2022-11-04	18.9	A	13.4	P	11.4	P	12.6	P	553	P	543	P	547	P	8.1	P	8.0	P	8.0	P	11.3	P	8.4	P	9.4	P						
USGS	01632900	2022-11-05	18.7	A	15.6	P	13.2	P	14.2	P	551	P	541	P	546	P	8.1	P	7.9	P	8.0	P	10.8	P	8.0	P	8.8	P	1.84	P	1.61	P	1.70	P
USGS	01632900	2022-11-06	19.1	A	16.9	P	15.6	P	16.3	P	550	P	540	P	545	P	8.1	P	7.9	P	8.0	P	9.8	P	7.0	P	8.0	P	1.70	P	1.44	P	1.56	P
USGS	01632900	2022-11-07	21.2	A	17.8	P	15.7	P	16.7	P	551	P	540	P	545	P	8.1	P	7.9	P	7.9	P	9.9	P	6.8	P	7.7	P	1.49	P	1.32	P	1.41	P
USGS	01632900	2022-11-08	17.8	A	15.7	P	12.0	P	13.8	P	545	P	534	P	539	P	8.1	P	7.9	P	8.0	P	10.9	P	7.2	P	9.1	P	1.39	P	1.21	P	1.32	P
USGS	01632900	2022-11-09	16.4	A	12.0	P	9.9	P	10.8	P	537	P	526	P	532	P	8.2	P	8.0	P	8.1	P	12.0	P	8.7	P	10.2	P	1.23	P	1.17	P	1.20	P
USGS	01632900	2022-11-10	16.6	A	11.2	P	8.9	P	10.0	P	538	P	525	P	530	P	8.3	P	8.0	P	8.1	P	12.8	P	9.5	P	10.7	P	1.17	P	1.11	P	1.14	P
USGS	01632900	2022-11-11	32.7	A	13.7	P	11.2	P	12.0	P	534	P	460	P	514	P	8.1	P	8.0	P	8.1	P	10.3	P	8.5	P	9.4	P	1.63	P	1.11	P	1.15	P
USGS	01632900	2022-11-12	99.0	A	14.9	P	13.7	P	14.3	P	460	P	396	P	416	P	8.0	P	7.8	P	7.9	P	8.9	P	8.3	P	8.4	P	1.79	P	1.51	P	1.65	P
USGS	01632900	2022-11-13	51.5	A	14.0	P	10.2	P	12.3	P	477	P	438	P	461	P	8.1	P	7.9	P	8.1	P	10.1	P	8.4	P	9.7	P	1.98	P	1.79	P	1.95	P
USGS	01632900	2022-11-14	31.8	A	10.2	P	8.0	P	9.2	P	494	P	477	P	493	P	8.2	P	8.1	P	8.1	P	11.5	P	9.7	P	10.8	P	1.99	P	1.95	P	1.97	P
USGS	01632900	2022-11-15	32.7	A	8.0	P	6.2	P	6.6	P	492	P	404	P	478	P	8.2	P	8.1	P	8.1	P	11.7	P	10.7	P	11.4	P	2.25	P	1.96	P	2.02	P
USGS	01632900	2022-11-16	99.0	A	7.5	P	6.1	P	7.0	P	464	P	405	P	418	P	8.1	P	8.0	P	8.1	P	11.9	P	11.1	P	11.4	P	2.39	P	1.97	P	2.16	P
USGS	01632900	2022-11-17	61.6	A	7.3	P	5.6	P	6.5	P	495	P	447	P	470	P	8.2	P	8.1	P	8.2	P	12.4	P	11.0	P	11.7	P	2.50	P	2.34	P	2.42	P
USGS	01632900	2022-11-18	45.9	A	5.6	P	4.6	P	5.2	P	497	P	473	P	482	P	8.3	P	8.1	P	8.2	P	12.9	P	11.6	P	12.2	P	2.51	P	2.39	P	2.42	P
USGS	01632900	2022-11-19	38.3	A	4.7	P	3.4	P	4.1	P	510	P	487	P	500	P	8.3	P	8.2	P	8.2	P	13.4	P	12.1	P	12.7	P	2.70	P	2.51	P	2.60	P
USGS	01632900	2022-11-20	36.2	A	3.6	P	2.3	P	3.0	P	535	P	510	P	522	P	8.3	P	8.2	P	8.3	P	13.8	P	12.6	P	13.3	P	2.95	P	2.70	P	2.82	P
USGS	01632900	2022-11-21	31.4	A	3.1	P	1.2	P	2.3	P	548	P	535	P	542	P	8.3	P	8.2	P	8.3	P	14.2	P	13.2	P	13.6	P	3.14	P	2.95	P	2.99	P
USGS	01632900	2022-11-22	28.8	A	3.5	P	1.5	P	2.6	P	554	P	526	P	548	P	8.3	P	8.2	P	8.3	P	14.2	P	13.1	P	13.4	P	3.19	P	3.01	P	3.14	P
USGS	01632900	2022-11-23	27.3	A	3.8	P	1.8	P	2.8	P	552	P	525	P	545	P	8.3	P	8.2	P	8.3	P	14.2	P	13.0	P	13.3	P	3.15	P	3.00	P	3.14	P
USGS	01632900	2022-11-24	26.2	A	4.2	P	2.1	P	3.2	P	560	P	547	P	550	P	8.3	P	8.2	P	8.3	P	14.2	P	12.8	P	13.2	P	3.26	P	3.11	P	3.17	P
USGS	01632900	2022-11-25	26.3	A	6.4	P	4.0	P	5.4	P	565	P	558	P	561	P	8.4	P	8.2	P	8.3	P	13.5	P	11.9	P	12.5	P	3.27	P	3.23	P	3.25	P
USGS	01632900	2022-11-26	24.7	A	6.3	P	4.7	P	5.8	P	566	P	556	P	561	P	8.4	P	8.2	P	8.3	P	13.6	P	11.7	P	12.4	P	3.23	P	3.09	P	3.20	P
USGS	01632900	2022-11-27	24.4	A	7.2	P	5.5	P	6.0	P	563	P	554	P	560	P	8.3	P	8.2	P	8.3	P	12.7	P	11.3	P	11.8	P	3.12	P	3.01	P	3.09	P
USGS	01632900	2022-11-28	24.7	A	8.2	P	7.2	P	7.8	P	555	P	538	P	544	P	8.4	P	8.2	P	8.3	P	13.4	P	10.8	P	11.7	P	3.01	P	2.83	P	2.90	P
USGS	01632900	2022-11-29	23.3	A	8.7	P	7.5	P	8.2	P	556	P	543	P	552	P	8.4	P	8.2	P	8.3	P	14.0	P	10.8	P	12.0	P	3.29	P	2.84	P	2.91	P
USGS	01632900	2022-11-30	22.5	A	9.4	P	7.8	P	8.4	P	545	P	541	P	543	P	8.4	P	8.2	P	8.3	P	12.7	P	10.6	P	11.4	P	2.84	P	2.65	P	2.69	P
USGS	01632900	2022-12-01	22.4	A	7.8	P	5.4	P	6.3	P	547	P	534	P	542	P	8.4	P	8.2	P	8.3	P	14.2	P	10.9	P	12.6	P	2.74	P	2.59	P	2.71	P
USGS	01632900	2022-12-02	21.6	A	5.4	P	3.7	P	4.9	P	544	P	534	P	540	P	8.4	P	8.2	P	8.4	P	15.0	P	12.1	P	13.4	P	2.68	P	2.56	P	2.63	P
USGS	01632900	2022-12-03	22.0	A	8.0	P	5.2	P	7.0	P	545	P	533	P	536	P	8.4	P	8.2	P	8.4	P	14.2	P	11.8	P	12.5	P	2.68	P	2.58	P	2.64	P
USGS	01632900	2022-12-04	22.2	A	7.3	P	4.8	P	5.6	P	542	P	533	P	537	P	8.4	P	8.2	P	8.4	P	14.8	P	11.3	P	13.0	P	2.62	P	2.58	P	2.60	P
USGS	01632900	2022-12-05	21.2	A	4.8	P	3.0	P	3.7	P	542	P	534	P	537	P	8.4	P	8.3	P	8.4	P	15.4	P	12.3	P	13.8	P	2.61	P	2.56	P	2.60	P
USGS	01632900	2022-12-06	20.7	A	5.6	P	3.7	P	4.6	P	537	P	531	P	534	P	8.4	P	8.3	P	8.4	P	14.3	P	12.5	P	13.2	P	2.57	P	2.54	P	2.55	P
USGS	01632900	2022-12-07	21.5	A	7.0	P	5.5	P	6.2	P	538	P	527	P	531	P	8.4	P	8.2	P	8.3	P	14.1	P	11.6	P	12.4	P	2.58	P	2.50	P	2.55	P
USGS	01632900	2022-12-08	22.0	A	7.7	P	6.7	P	7.2	P	531	P	526	P	528	P	8.4	P	8.2	P	8.3	P	14.3	P	11.1	P	12.4	P	2.50	P	2.43	P	2.48	P
USGS	01632900	2022-12-09	20.9	A	7.7	P	7.1	P	7.5	P	537	P	527	P	530	P	8.4	P	8.2	P	8.4	P	14.4	P	10.9	P	12.4	P	2.43	P	2.27	P	2.33	P
USGS	01632900	2022-12-10	20.5	A	7.4	P	6.7	P	7.0	P	534	P	527	P	531	P	8.4	P	8.2	P	8.3	P	13.9	P	11.0	P	12.2	P	2.27	P	2.13	P	2.18	P
USGS	01632900	2022-12-11	20.1	A	7.5	P	6.3	P	6.8	P	536	P	526	P	531	P	8.4	P	8.2	P	8.3	P	14.4	P	11.2	P	12.4	P	2.13	P	2.02	P	2.06	P
USGS	01632900	2022-12-12	20.0	A	6.8	P	5.6	P	6.2	P	538	P	529	P	533	P	8.4	P	8.2	P	8.3	P	13.1	P	11.2	P	12.1	P	2.07	P	2.01	P	2.02	P
USGS	01632900	2022-12-13	19.5	A	5.8	P	4.3	P	5.3	P	540	P	532	P	537	P	8.4	P	8.2	P	8.3	P	14.5	P	11.6	P	12.9	P	2.18	P	2.07	P	2.10	P
