# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_waterdata_support@usgs.gov
# retrieved: 2023-04-24 22:42:07 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 0164579522 THE GLADE NEAR HOWLAND DRIVE AT RESTON, VA
# -----------------------------------------------------------------------------------
#
# Data provided for site 0164579522
#            TS   parameter     statistic     Description
#        281779       00010     00001     Temperature, water, degrees Celsius (Maximum)
#        281780       00010     00002     Temperature, water, degrees Celsius (Minimum)
#        281797       00400     00002     pH, water, unfiltered, field, standard units (Minimum)
#        281798       00300     00008     Dissolved oxygen, water, unfiltered, milligrams per liter (Median)
#        281799       00400     00008     pH, water, unfiltered, field, standard units (Median)
#        281801       00400     00001     pH, water, unfiltered, field, standard units (Maximum)
#        281802       00300     00001     Dissolved oxygen, water, unfiltered, milligrams per liter (Maximum)
#        281803       00095     00008     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Median)
#        281804       00300     00002     Dissolved oxygen, water, unfiltered, milligrams per liter (Minimum)
#        281823       99133     00001     Nitrate plus nitrite, water, in situ, milligrams per liter as nitrogen (Maximum)
#        281824       63680     00002     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Minimum)
#        281825       63680     00001     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Maximum)
#        281826       99133     00008     Nitrate plus nitrite, water, in situ, milligrams per liter as nitrogen (Median)
#        281827       99133     00002     Nitrate plus nitrite, water, in situ, milligrams per liter as nitrogen (Minimum)
#        281828       63680     00008     Turbidity, water, unfiltered, monochrome near infra-red LED light, 780-900 nm, detection angle 90 +-2.5 degrees, formazin nephelometric units (FNU) (Median)
#        298416       00060     00003     Discharge, cubic feet per second (Mean)
#        323836       00095     00001     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Maximum)
#        323837       00010     00008     Temperature, water, degrees Celsius (Median)
#        323838       00095     00002     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Minimum)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     4  Statistic computed from less than expected number of instantaneous values for the period
# 
agency_cd	site_no	datetime	281779_00010_00001	281779_00010_00001_cd	281780_00010_00002	281780_00010_00002_cd	281797_00400_00002	281797_00400_00002_cd	281798_00300_00008	281798_00300_00008_cd	281799_00400_00008	281799_00400_00008_cd	281801_00400_00001	281801_00400_00001_cd	281802_00300_00001	281802_00300_00001_cd	281803_00095_00008	281803_00095_00008_cd	281804_00300_00002	281804_00300_00002_cd	281823_99133_00001	281823_99133_00001_cd	281824_63680_00002	281824_63680_00002_cd	281825_63680_00001	281825_63680_00001_cd	281826_99133_00008	281826_99133_00008_cd	281827_99133_00002	281827_99133_00002_cd	281828_63680_00008	281828_63680_00008_cd	298416_00060_00003	298416_00060_00003_cd	323836_00095_00001	323836_00095_00001_cd	323837_00010_00008	323837_00010_00008_cd	323838_00095_00002	323838_00095_00002_cd
USGS	0164579522	2022-07-20	25.6	A	21.8	A	6.3	A	7.1	A	6.3	A	6.4	A	8.4	A	210	A	6.7	A			2.8	A	4.5	A					3.7	A	0.20	P	217	A	23.6	A	202	A
USGS	0164579522	2022-07-21	24.8	A	22.8	A	6.3	A	7.1	A	6.3	A	6.5	A	8.2	A	219	A	6.7	A			2.9	A	5.8	A					3.3	A	0.26	P	224	A	23.9	A	214	A
USGS	0164579522	2022-07-22	26.1	A	22.2	A	6.2	A	7.2	A	6.4	A	6.5	A	8.5	A	205	A	6.6	A			3.0	A	4.8	A					3.6	A	0.24	P	214	A	24.0	A	201	A
USGS	0164579522	2022-07-23	26.5	A	22.5	A	6.2	A	6.9	A	6.2	A	6.3	A	8.5	A	215	A	6.6	A			2.8	A	4.4	A					3.3	A	0.16	P	223	A	24.0	A	204	A
USGS	0164579522	2022-07-24	26.2	A	22.0	A	6.1	A	7.1	A	6.2	A	6.3	A	8.7	A	229	A	6.7	A			2.6	A	3.7	A					2.8	A	0.13	P	238	A	24.0	A	223	A
USGS	0164579522	2022-07-25	24.5	A	23.1	A	6.1	A	7.3	A	6.2	A	6.5	A	8.2	A	239	A	6.7	A			2.7	A	11.4	A					2.9	A	0.33	P	242	A	23.9	A	199	A
USGS	0164579522	2022-07-26	23.4	A	22.0	A	6.1	A	7.3	A	6.2	A	6.4	A	7.9	A	192	A	7.0	A			3.3	A	5.8	A					4.9	A	0.23	P	208	A	22.6	A	183	A
USGS	0164579522	2022-07-27	24.1	A	21.4	A	6.1	A	7.4	A	6.1	A	6.3	A	8.3	A	216	A	6.9	A	1.0	P:[4]	2.8	A	4.2	A			1.0	P:[4]	3.1	A	0.17	P	232	A	22.9	A	201	A
USGS	0164579522	2022-07-28	24.8	A	22.2	A	6.0	A	7.1	A	6.1	A	6.4	A	8.4	A	239	A	6.8	A	1.2	P	2.8	A	61.2	A	1.0	P	0.9	P	3.1	A	0.57	P	247	A	23.4	A	134	A
USGS	0164579522	2022-07-29	23.6	A	22.1	A	6.1	A	6.7	A	6.1	A	6.4	A	7.2	A	149	A	6.1	A	1.4	P	6.2	A	14.1	A	1.3	P	1.2	P	10.3	A	0.37	P	165	A	22.8	A	135	A
USGS	0164579522	2022-07-30	24.4	A	21.6	A	6.1	A	6.7	A	6.1	A	6.3	A	7.9	A	180	A	5.8	A	1.3	P:[4]	3.8	A	7.2	A			1.3	P:[4]	5.0	A	0.19	P	193	A	22.7	A	165	A
USGS	0164579522	2022-07-31	22.6	A	21.1	A	6.0	A	7.1	A	6.1	A	6.3	A	8.0	A	203	A	6.7	A			3.6	A	4.4	A					4.0	A	0.17	P	207	A	21.7	A	193	A
USGS	0164579522	2022-08-01	24.1	A	21.1	A	6.1	A	7.1	A	6.2	A	6.3	A	8.4	A	211	A	6.8	A	1.3	P	3.1	A	6.0	A	0.4	P	0.0	P	3.8	A	0.19	P	218	A	22.2	A	205	A
USGS	0164579522	2022-08-02	24.8	A	21.8	A	6.1	A	6.9	A	6.2	A	6.3	A	8.3	A	215	A	6.7	A	1.3	P	3.1	A	6.4	A	1.2	P	1.2	P	4.3	A	0.16	P	222	A	22.8	A	203	A
USGS	0164579522	2022-08-03	24.7	A	21.3	A	6.0	A	6.9	A	6.1	A	6.2	A	8.3	A	228	A	6.8	A	1.4	P	2.8	A	4.3	A	1.3	P	1.2	P	3.0	A	0.11	P	236	A	22.8	A	222	A
USGS	0164579522	2022-08-04	25.5	A	21.6	A	6.0	A	7.3	A	6.1	A	6.4	A	8.2	A	240	A	6.5	A	1.5	P:[4]	2.4	A	98.3	A	1.3	P:[4]	1.3	P:[4]	3.0	A	1.10	P	245	A	23.3	A	88	A
USGS	0164579522	2022-08-05	25.6	A	22.5	A	6.1	A	7.1	A	6.2	A	6.4	A	7.5	A	114	A	5.9	A			9.5	A	36.4	A					16.9	A	1.10	P	136	A	23.5	A	88	A
USGS	0164579522	2022-08-06	25.2	A	22.2	A	6.0	A	5.7	A	6.1	A	6.2	A	7.5	A	154	A	3.2	A			4.3	A	14.4	A					7.0	A	0.26	P	186	A	23.3	A	120	A
USGS	0164579522	2022-08-07	25.5	A	22.4	A	6.1	A	6.1	A	6.2	A	6.3	A	7.9	A	203	A	4.5	A			3.7	A	6.4	A					4.3	A	0.17	P	216	A	23.7	A	186	A
USGS	0164579522	2022-08-08	25.4	A	22.7	A	6.1	A	6.4	A	6.1	A	6.2	A	7.6	A	224	A	4.8	A			3.4	A	4.2	A					3.7	A	0.14	P	232	A	23.8	A	216	A
USGS	0164579522	2022-08-09	26.4	A	22.7	A	6.1	A	6.5	A	6.1	A	6.2	A	7.7	A	238	A	6.1	A	1.3	P	3.0	A	3.9	A	1.1	P	1.1	P	3.3	A	0.12	P	243	A	24.0	A	232	A
USGS	0164579522	2022-08-10	25.8	A	22.8	A	5.7	A	6.7	A	6.1	A	6.3	A	8.1	A	244	A	6.1	A	1.6	P	2.6	A	224	A	1.2	P	1.0	P	3.3	A	9.84	P	248	A	23.6	A	38	A
USGS	0164579522	2022-08-11	24.9	A	22.5	A	6.0	A	7.0	A	6.1	A	6.3	A	7.5	A	138	A	6.7	A	1.5	P	9.1	A	19.9	A	1.4	P	1.2	P	13.8	A	0.60	P	166	A	23.1	A	91	A
USGS	0164579522	2022-08-12	23.8	A	21.0	A	6.1	A	6.9	A	6.2	A	6.3	A	7.7	A	186	A	6.6	A	1.4	P	5.1	A	9.4	A	1.1	P	1.0	P	6.7	A	0.24	P	200	A	22.2	A	166	A
USGS	0164579522	2022-08-13	22.3	A	18.8	A	6.1	A	7.1	A	6.1	A	6.2	A	8.3	A	211	A	6.7	A	1.4	P	4.1	A	5.5	A	1.1	P	0.9	P	4.6	A	0.17	P	220	A	20.4	A	200	A
USGS	0164579522	2022-08-14	21.3	A	19.0	A	6.0	A	7.0	A	6.1	A	6.2	A	8.3	A	225	A	6.3	A	1.2	P:[4]	3.7	A	4.6	A	1.1	P:[4]	0.8	P:[4]	4.0	A	0.14	P	230	A	20.1	A	220	A
USGS	0164579522	2022-08-15	20.6	A	19.5	A	6.0	A	7.0	A	6.1	A	6.2	A	7.6	A	233	A	5.8	A	1.1	P	3.6	A	4.5	A	1.1	P	1.0	P	3.9	A	0.14	P	237	A	19.9	A	230	A
USGS	0164579522	2022-08-16	22.1	A	19.1	A	6.0	A	7.1	A	6.1	A	6.2	A	8.4	A	240	A	6.1	A	1.1	P	3.5	A	4.1	A	1.0	P	1.0	P	3.6	A	0.13	P	243	A	19.9	A	237	A
USGS	0164579522	2022-08-17	21.4	A	18.4	A	6.0	A	7.3	A	6.1	A	6.2	A	8.6	A	245	A	6.7	A	1.1	P	3.2	A	4.0	A	1.0	P	1.0	P	3.6	A	0.12	P	246	A	19.7	A	240	A
USGS	0164579522	2022-08-18	22.3	A	18.3	A	6.0	A	7.2	A	6.0	A	6.2	A	8.3	A	246	A	6.4	A	1.1	P	3.2	A	4.1	A	1.1	P	0.6	P	3.5	A	0.11	P	249	A	19.7	A	240	A
USGS	0164579522	2022-08-19	22.2	A	18.9	A	6.0	A	7.0	A	6.0	A	6.1	A	8.0	A	251	A	6.2	A	1.2	P	2.8	A	4.3	A	1.1	P	1.0	P	3.1	A	0.09	P	253	A	20.2	A	249	A
USGS	0164579522	2022-08-20	23.7	A	19.7	A	6.0	A	6.9	A	6.0	A	6.1	A	8.0	A	255	A	5.7	A	1.2	P	2.6	A	3.8	A	1.1	P	1.1	P	3.1	A	0.08	P	259	A	20.9	A	253	A
USGS	0164579522	2022-08-21	21.4	A	20.4	A	5.9	A	6.4	A	6.0	A	6.1	A	6.9	A	259	A	5.4	A	1.2	P	2.7	A	3.6	A	1.2	P	1.0	P	3.0	A	0.07	P	260	A	20.9	A	258	A
USGS	0164579522	2022-08-22	23.6	A	20.4	A	6.0	A	6.5	A	6.0	A	6.4	A	7.8	A	260	A	5.1	A	1.4	P	2.9	A	93.8	A	1.2	P	0.4	P	3.4	A	1.21	P	262	A	21.4	A	91	A
USGS	0164579522	2022-08-23	23.4	A	20.8	A	6.0	A	6.2	A	6.1	A	6.3	A	7.2	A	132	A	5.1	A	1.4	P	8.2	A	19.6	A	1.2	P	1.1	P	14.2	A	0.43	P	153	A	21.8	A	91	A
USGS	0164579522	2022-08-24	23.1	A	19.8	A	6.0	A	6.5	A	6.1	A	6.2	A	7.9	A	170	A	5.5	A	1.2	P	4.6	A	8.3	A	1.1	P	0.1	P	5.8	A	0.17	P	185	A	21.2	A	153	A
USGS	0164579522	2022-08-25	22.5	A	20.1	A	6.0	A	6.4	A	6.1	A	6.2	A	7.9	A	198	A	4.9	A	1.6	P	3.7	A	4.7	A	1.0	P	0.2	P	3.9	A	0.12	P	208	A	21.4	A	185	A
USGS	0164579522	2022-08-26	24.1	A	20.8	A	6.0	A	6.4	A	6.1	A	6.3	A	7.7	A	218	A	4.8	A	1.4	P	3.5	A	4.5	A	1.3	P	1.2	P	3.9	A	0.11	P	227	A	22.0	A	208	A
USGS	0164579522	2022-08-27	23.7	A	20.8	A	6.0	A	6.4	A	6.1	A	6.2	A	7.5	A	233	A	4.8	A	1.4	P	3.0	A	3.8	A	1.3	P	1.2	P	3.3	A	0.08	P	238	A	21.8	A	227	A
USGS	0164579522	2022-08-28	23.8	A	20.7	A	5.9	A	6.5	A	6.0	A	6.1	A	7.8	A	241	A	4.7	A	1.4	P	2.8	A	3.8	A	0.9	P	0.6	P	3.3	A	0.07	P	246	A	21.7	A	238	A
USGS	0164579522	2022-08-29	24.0	A	20.8	A	5.9	A:[4]	6.8	A	6.0	A:[4]	6.1	A:[4]	7.9	A	248	A	4.6	A	1.2	P	1.8	A	4.7	A	1.0	P	0.7	P	2.7	A	0.07	P	252	A	21.9	A	246	A
USGS	0164579522	2022-08-30	23.7	A	20.9	A	5.9	A	6.4	A	6.0	A	6.1	A	7.5	A	255	A	5.9	A	1.1	P	1.4	A	2.7	A	1.1	P	1.0	P	1.8	A	0.07	P	256	A	21.6	A	252	A
USGS	0164579522	2022-08-31	22.1	A	19.8	A	5.9	A	6.4	A	6.0	A	6.1	A	8.3	A	258	A	5.9	A	1.1	P	1.4	A	3.2	A	1.0	P	1.0	P	1.7	A	0.07	P	261	A	20.7	A	256	A
USGS	0164579522	2022-09-01	21.9	A	18.4	A	5.8	A	6.9	A	5.9	A	6.0	A	7.8	A	263	A	5.8	A	1.1	P	1.7	A	3.3	A	1.1	P	1.0	P	2.1	A	0.06	P	266	A	19.7	A	261	A
USGS	0164579522	2022-09-02	21.6	A	18.5	A	5.8	A	6.9	A	5.9	A	6.0	A	8.0	A	267	A	5.7	A	1.2	P	1.4	A	6.2	A	1.1	P	0.9	P	2.1	A	0.05	P	269	A	19.6	A	266	A
USGS	0164579522	2022-09-03	21.7	A	19.4	A	5.9	A	7.0	A	5.9	A	6.0	A	7.8	A	269	A	5.8	A	1.3	P:[4]	1.1	A	1.8	A	1.2	P:[4]	1.0	P:[4]	1.4	A	0.05	P	271	A	20.4	A	267	A
USGS	0164579522	2022-09-04	22.2	A	19.4	A	5.9	A	6.9	A	5.9	A	6.0	A	7.9	A	271	A	5.4	A	1.3	P	1.2	A	1.9	A	1.1	P	0.9	P	1.5	A	0.05	P	272	A	20.4	A	269	A
USGS	0164579522	2022-09-05	21.8	A	19.8	A	5.9	A	6.6	A	5.9	A	6.1	A	8.0	A	273	A	5.3	A	1.3	P	1.2	A	3.8	A	1.1	P	0.6	P	1.7	A	0.06	P	275	A	20.8	A	230	A
USGS	0164579522	2022-09-06	23.5	A	21.6	A	6.0	A	6.7	A	6.3	A	6.5	A	7.3	A	106	A	5.4	A			2.2	A	43.8	A					14.5	A	2.40	P	247	A	22.4	A	77	A
USGS	0164579522	2022-09-07	22.2	A	21.0	A	6.1	A	6.3	A	6.2	A	6.2	A	7.3	A	144	A	6.0	A			4.6	A	10.7	A					7.1	A	0.23	P	164	A	21.7	A	122	A
USGS	0164579522	2022-09-08	21.6	A	20.2	A	6.1	A	7.3	A	6.2	A	6.2	A	8.5	A	178	A	6.2	A			3.7	A	5.4	A					4.0	A	0.15	P	192	A	20.8	A	164	A
USGS	0164579522	2022-09-09	22.0	A	18.8	A	6.0	A	7.1	A	6.1	A	6.2	A	8.6	A	205	A	6.4	A			2.8	A	3.8	A					3.2	A	0.11	P	212	A	19.8	A	192	A
USGS	0164579522	2022-09-10	20.6	A	18.0	A	6.0	A	7.2	A	6.1	A	6.2	A	8.9	A	222	A	6.7	A			2.3	A	3.3	A					2.6	A	0.09	P	227	A	19.2	A	212	A
USGS	0164579522	2022-09-11	21.6	A	19.6	A	6.0	A	7.4	A	6.3	A	6.5	A	7.9	A	114	A	6.4	A			2.3	A	52.7	A					13.6	A	1.22	P	229	A	20.8	A	100	A
USGS	0164579522	2022-09-12	22.5	A	20.8	A	6.1	A	7.2	A	6.2	A	6.5	A	8.2	A	133	A	6.8	A			5.2	A	16.9	A					8.2	A	0.87	P	150	A	21.3	A	94	A
USGS	0164579522	2022-09-13	22.5	A	20.0	A	6.2	A	7.2	A	6.3	A	6.4	A	8.4	A	134	A	6.1	A			5.3	A	11.9	A					7.9	A	0.37	P	159	A	21.1	A	101	A
USGS	0164579522	2022-09-14	20.8	A	18.1	A	6.1	A	7.3	A	6.2	A	6.2	A	8.7	A	176	A	6.9	A	1.3	P:[4]	3.8	A	5.5	A			1.0	P:[4]	4.5	A	0.16	P	190	A	19.3	A	159	A
USGS	0164579522	2022-09-15	21.2	A	18.0	A	6.0	A	7.4	A	6.1	A	6.2	A	9.0	A	201	A	7.1	A	1.1	P	2.7	A	4.0	A	0.8	P	0.8	P	3.0	A	0.12	P	210	A	18.8	A	190	A
USGS	0164579522	2022-09-16	20.4	A	16.9	A	6.0	A	7.6	A	6.1	A	6.2	A	9.3	A	219	A	7.0	A	0.8	P	2.2	A	3.1	A	0.7	P	0.6	P	2.4	A	0.10	P	225	A	18.4	A	210	A
USGS	0164579522	2022-09-17	20.7	A	17.1	A	6.0	A	7.5	A	6.0	A	6.1	A	9.1	A	230	A	6.9	A	0.8	P	1.8	A	2.4	A	0.6	P	0.5	P	2.1	A	0.08	P	235	A	18.3	A	225	A
USGS	0164579522	2022-09-18	21.0	A	17.2	A	5.9	A	7.2	A	6.0	A	6.1	A	8.8	A	239	A	6.8	A	1.0	P	1.7	A	2.3	A	0.4	P	0.4	P	1.9	A	0.08	P	244	A	18.4	A	235	A
USGS	0164579522	2022-09-19	20.6	A	18.2	A	5.9	A	7.0	A	6.0	A	6.1	A	8.2	A	247	A	6.5	A	1.2	P	1.4	A	7.4	A	0.4	P	0.3	P	1.8	A	0.07	P	250	A	19.3	A	244	A
USGS	0164579522	2022-09-20	21.2	A	18.4	A	5.9	A	6.9	A	6.0	A	6.1	A	7.8	A	254	A	6.3	A	1.3	P	1.3	A	2.2	A	1.0	P	0.9	P	1.7	A	0.07	P	256	A	19.1	A	250	A
USGS	0164579522	2022-09-21	21.0	A	17.6	A	5.9	A	6.9	A	6.0	A	6.1	A	7.9	A	258	A	6.2	A	1.2	P	1.2	A	2.2	A	1.0	P	0.9	P	1.4	A	0.07	P	260	A	18.8	A	256	A
USGS	0164579522	2022-09-22	19.8	A	17.3	A	5.9	A	7.0	A	6.0	A	6.0	A	8.2	A	262	A	6.0	A	1.4	P:[4]	1.2	A	8.9	A	1.2	P:[4]	1.0	P:[4]	1.5	A	0.07	P	263	A	19.1	A	259	A
USGS	0164579522	2022-09-23	17.3	A	15.1	A	5.8	A	6.8	A	5.8	A	5.9	A	8.2	A	268	A	6.3	A	1.6	P	0.9	A	2.1	A	1.5	P	1.3	P	1.4	A	0.06	P	269	A	15.7	A	263	A
USGS	0164579522	2022-09-24	16.8	A	14.3	A	5.7	A	7.2	A	5.8	A	5.9	A	9.3	A	272	A	6.3	A	1.7	P	0.7	A	1.3	A	1.5	P	1.3	P	0.9	A	0.05	P	273	A	15.3	A	269	A
USGS	0164579522	2022-09-25	17.5	A	15.2	A	5.7	A	7.5	A	5.8	A	5.8	A	8.1	A	273	A	6.3	A	2.0	P	0.7	A	1.4	A	1.6	P	1.5	P	0.8	A	0.05	P	274	A	16.3	A	271	A
USGS	0164579522	2022-09-26	17.6	A	15.6	A	5.7	A	7.2	A	5.8	A	5.9	A	8.1	A	273	A	6.1	A	1.9	P	0.7	A	1.4	A	1.6	P	0.7	P	0.9	A	0.05	P	274	A	16.3	A	272	A
USGS	0164579522	2022-09-27	16.9	A	15.1	A	5.6	A:[4]	7.1	A:[4]	5.8	A:[4]	5.9	A:[4]	8.7	A:[4]	274	A	6.2	A:[4]	2.8	P	0.9	A:[4]	2.5	A:[4]	1.4	P	1.3	P	1.6	A:[4]	0.05	P	276	A	15.8	A	273	A
USGS	0164579522	2022-09-28	16.0	A	13.7	A	5.6	A	7.1	A	5.8	A	5.8	A	8.3	A	276	A	6.2	A	1.8	P	1.4	A	2.1	A	1.5	P	1.4	P	1.7	A	0.04	P	278	A	15.0	A	274	A
USGS	0164579522	2022-09-29	16.1	A	14.2	A	5.6	A	7.1	A	5.7	A	5.8	A	8.5	A	277	A	6.3	A	1.6	P	1.4	A	1.8	A	1.6	P	1.5	P	1.6	A	0.04	P	278	A	14.8	A	276	A
USGS	0164579522	2022-09-30	15.2	A	14.2	A	5.6	A	7.0	A	5.8	A	5.9	A	8.3	A	277	A	6.3	A	1.7	P	1.4	A	2.5	A	1.6	P	1.2	P	1.7	A	0.04	P	279	A	14.8	A	264	A
USGS	0164579522	2022-10-01	15.0	A	13.8	A	5.8	A	8.6	A	6.2	A	6.5	A	8.8	A	152	A	7.7	A	1.7	P	2.2	A	22.2	A	1.5	P	0.7	P	8.2	A	0.90	P	264	A	14.4	A	128	A
USGS	0164579522	2022-10-02	15.1	A	14.2	A	5.9	A	8.5	A	6.2	A	6.4	A	8.8	A	140	A	7.8	A	1.5	P	7.0	A	13.0	A	1.4	P	1.2	P	9.6	A	1.40	P	160	A	14.9	A	106	A
USGS	0164579522	2022-10-03	14.2	A	12.7	A	6.0	A	8.9	A	6.2	A	6.3	A	9.7	A	133	A	8.7	A	1.6	P:[4]	7.7	A	11.6	A			1.2	P:[4]	10.1	A	0.60	P	146	A	13.5	A	110	A
USGS	0164579522	2022-10-04	12.8	A	12.2	A	6.0	A	9.2	A	6.2	A	6.2	A	9.8	A	147	A	8.8	A			5.8	A	10.6	A					7.4	A	0.53	P	156	A	12.6	A	136	A
USGS	0164579522	2022-10-05	14.5	A	12.4	A	6.0	A	9.0	A	6.2	A	6.3	A	10.2	A	168	A	8.5	A			4.3	A	6.8	A					5.9	A	0.40	P	179	A	13.1	A	156	A
USGS	0164579522	2022-10-06	16.6	A	13.1	A	6.1	A	8.6	A	6.2	A	6.3	A	9.7	A	204	A	8.1	A	0.8	P:[4]	3.5	A	4.7	A			0.0	P:[4]	4.1	A	0.25	P	251	A	14.0	A	179	A
USGS	0164579522	2022-10-07	17.1	A	13.5	A	6.1	A	8.3	A	6.2	A	6.3	A	9.6	A	271	A	7.9	A	0.9	P	2.9	A	3.7	A	0.8	P	0.8	P	3.2	A	0.17	P	273	A	14.8	A	251	A
USGS	0164579522	2022-10-08	15.4	A	12.6	A	6.0	A	8.5	A	6.1	A	6.2	A	10.0	A	267	A	7.7	A	1.1	P	2.6	A	3.2	A	0.9	P	0.7	P	2.9	A	0.14	P	271	A	13.9	A	262	A
USGS	0164579522	2022-10-09	14.4	A	10.9	A	6.0	A	8.8	A	6.0	A	6.2	A	9.9	A	263	A	8.3	A	1.1	P	2.5	A	3.0	A	1.0	P	0.9	P	2.8	A	0.12	P	264	A	12.2	A	261	A
USGS	0164579522	2022-10-10	14.6	A	10.8	A	5.9	A	8.8	A	6.0	A	6.2	A	10.1	A	264	A	8.3	A	1.1	P	2.3	A	3.0	A	1.0	P	0.8	P	2.7	A	0.12	P	265	A	12.0	A	263	A
USGS	0164579522	2022-10-11	15.3	A	11.3	A	5.9	A	8.7	A	6.0	A	6.2	A	9.9	A	266	A	8.2	A	1.1	P	2.0	A	3.0	A	1.0	P	1.0	P	2.5	A	0.11	P	268	A	12.4	A	264	A
USGS	0164579522	2022-10-12	15.7	A	12.1	A	5.9	A	8.4	A	6.0	A	6.2	A	10.0	A	269	A	7.8	A	1.2	P:[4]	1.9	A	2.8	A			0.9	P:[4]	2.2	A	0.11	P	272	A	13.1	A	267	A
USGS	0164579522	2022-10-13	15.7	A	14.2	A	5.9	A	7.8	A	6.4	A	6.6	A	8.8	A	222	A	7.0	A			1.9	A	15.1	A					6.6	A	0.78	P	273	A	15.0	A	179	A
USGS	0164579522	2022-10-14	16.2	A	13.6	A	6.2	A	8.3	A	6.4	A	6.6	A	9.2	A	176	A	7.6	A			4.6	A	7.1	A					5.9	A	0.64	P	189	A	14.5	A	172	A
USGS	0164579522	2022-10-15	15.7	A	11.9	A	6.1	A	8.3	A	6.2	A	6.3	A	9.5	A	212	A	7.1	A			2.9	A	4.8	A					3.7	A	0.25	P	219	A	13.4	A	176	A
USGS	0164579522	2022-10-16	15.8	A	13.1	A	6.0	A	7.5	A	6.2	A	6.3	A	9.3	A	218	A	6.9	A			2.2	A	3.0	A					2.5	A	0.22	P	221	A	13.9	A	216	A
USGS	0164579522	2022-10-17	16.3	A	14.1	A	6.0	A	7.2	A	6.2	A	6.3	A	9.0	A	228	A	6.5	A			1.9	A	2.4	A					2.2	A	0.22	P	235	A	14.7	A	221	A
USGS	0164579522	2022-10-18	14.1	A	11.0	A	6.0	A	7.2	A	6.1	A	6.2	A	8.6	A	241	A	6.8	A	0.8	P:[4]	1.7	A:[4]	2.6	A:[4]			0.6	P:[4]	1.9	A:[4]	0.20	P	245	A	12.2	A	235	A
USGS	0164579522	2022-10-19	11.9	A	9.8	A	5.9	A	7.9	A	6.0	A	6.1	A	9.4	A	250	A	7.3	A	0.9	P	1.6	A	1.9	A	0.8	P	0.7	P	1.8	A	0.20	P	254	A	10.6	A	245	A
USGS	0164579522	2022-10-20	12.4	A	9.2	A	5.9	A	7.9	A	6.0	A	6.1	A	9.6	A	263	A	7.7	A	0.9	P	1.5	A	1.8	A	0.9	P	0.8	P	1.6	A	0.20	P	267	A	10.3	A	254	A
USGS	0164579522	2022-10-21	12.8	A	9.2	A	5.9	A	8.0	A	6.0	A	6.1	A	9.7	A	273	A	7.6	A	1.0	P	1.4	A	1.7	A	0.9	P	0.9	P	1.6	A	0.20	P	275	A	10.4	A	267	A
USGS	0164579522	2022-10-22	13.4	A	9.6	A	5.9	A	8.2	A	6.0	A	6.2	A	9.7	A	271	A	7.5	A			1.4	A	1.7	A					1.5	A	0.21	P	273	A	10.6	A	266	A
USGS	0164579522	2022-10-23	13.4	A	10.4	A	5.9	A	8.1	A	6.0	A	6.1	A	9.6	A	267	A	7.4	A			1.2	A	1.7	A					1.5	A	0.20	P	268	A	11.6	A	266	A
USGS	0164579522	2022-10-24	14.9	A	13.0	A	5.9	A	7.3	A	6.1	A	6.2	A	8.4	A	272	A	6.3	A	1.1	P:[4]	1.1	A	1.5	A			0.9	P:[4]	1.3	A	0.22	P	286	A	13.7	A	266	A
USGS	0164579522	2022-10-25	15.3	A	14.0	A	5.9	A	6.6	A	6.1	A	6.2	A	7.6	A	291	A	5.8	A	1.3	P:[4]	1.1	A	1.5	A			1.0	P:[4]	1.2	A	0.23	P	293	A	14.5	A	286	A
USGS	0164579522	2022-10-26	16.1	A	14.4	A	5.9	A	6.5	A	6.2	A	6.3	A	7.6	A	287	A	5.4	A			1.1	A	1.4	A					1.2	A	0.26	P	290	A	14.8	A	282	A
USGS	0164579522	2022-10-27	15.2	A	12.7	A	5.9	A	6.5	A	6.1	A	6.2	A	7.5	A	280	A	6.1	A	0.9	P:[4]	1.2	A:[4]	1.7	A:[4]			0.8	P:[4]	1.4	A:[4]	0.25	P	282	A	13.6	A	279	A
USGS	0164579522	2022-10-28	13.2	A	10.9	A	5.9	A	7.1	A	6.0	A	6.1	A	8.4	A	278	A	6.0	A	1.0	P	1.2	A	1.5	A	0.9	P	0.8	P	1.4	A	0.23	P	280	A	12.1	A	276	A
